0,0,A,1,1,878
0,1,B,8,0,95
0,2,B,1,1,174
0,3,B,2,1,177
0,4,A,1,0,83
0,5,A,7,2,336
0,6,A,0,1,235
0,7,A,10,1,190
0,8,A,5,1,203
0,9,A,9,1,204
0,10,A,6,1,208
0,11,A,11,1,197
0,12,A,2,1,181
0,13,A,7,1,180
0,14,A,3,1,177
0,15,B,6,0,108
0,16,A,5,0,86
0,17,A,9,1,189
0,18,B,1,0,126
0,19,A,4,0,35
1,0,O,0,1,250
1,1,X,2,0,109
1,2,O,4,0,28
1,3,X,3,0,151
1,4,O,4,0,10
1,5,O,2,1,209
1,6,O,4,1,172
1,7,O,0,1,200
1,8,O,4,1,181
1,9,O,0,1,228
1,10,O,4,1,179
1,11,O,2,1,192
1,12,X,1,0,108
1,13,X,3,1,171
1,14,O,2,0,72
1,15,X,4,0,111
1,16,O,3,0,63
1,17,X,0,0,115
1,18,X,3,1,182
1,19,X,4,0,174
2,0,B,3,0,161
2,1,X,1,1,183
2,2,A,1,0,36
2,3,O,3,1,145
2,4,A,4,1,130
2,5,O,1,0,101
2,6,A,7,1,126
2,7,X,3,0,10
2,8,A,0,0,126
2,9,O,0,1,125
2,10,A,10,1,142
2,11,O,3,1,66
2,12,B,6,0,90
2,13,O,2,0,61
2,14,B,10,0,58
2,15,O,4,0,34
2,16,B,3,0,62
2,17,X,3,1,105
2,18,A,6,0,69
2,19,X,0,0,38
2,20,B,8,1,100
2,21,X,4,0,106
2,22,A,5,0,10
2,23,O,2,1,120
2,24,A,9,1,114
2,25,O,1,1,128
2,26,A,5,1,106
2,27,X,3,0,36
2,28,A,0,0,105
2,29,O,4,1,111
2,30,B,10,0,12
2,31,X,0,0,105
2,32,A,9,0,10
2,33,X,2,0,111
2,34,A,7,0,11
2,35,X,4,0,85
2,36,B,8,1,74
2,37,X,2,1,107
2,38,A,9,0,109
2,39,X,1,1,140
3,0,A,3,1,234
3,1,O,2,1,153
3,2,A,2,1,131
3,3,X,4,0,43
3,4,B,4,1,100
3,5,X,0,1,128
3,6,B,9,0,95
3,7,X,1,1,120
3,8,B,3,1,123
3,9,X,0,1,128
3,10,A,6,0,39
3,11,X,1,0,78
3,12,B,8,1,130
3,13,X,2,1,125
3,14,A,0,0,40
3,15,X,0,0,78
3,16,B,5,1,130
3,17,O,1,0,47
3,18,A,3,1,134
3,19,X,2,0,71
3,20,B,7,1,124
3,21,X,4,1,125
3,22,A,2,0,100
3,23,X,1,0,28
3,24,B,4,1,148
3,25,O,0,0,55
3,26,B,7,1,214
3,27,O,3,0,48
3,28,B,6,0,83
3,29,X,0,1,135
3,30,A,1,0,28
3,31,X,2,0,104
3,32,A,6,0,18
3,33,X,1,0,106
3,34,A,8,0,46
3,35,X,4,0,113
3,36,B,10,1,147
3,37,X,2,1,132
3,38,B,9,1,164
3,39,X,3,2,339
4,0,B,8,1,210
4,1,A,10,0,88
4,2,B,0,0,77
4,3,B,10,1,159
4,4,A,0,0,54
4,5,A,3,1,139
4,6,A,11,1,110
4,7,A,3,0,95
4,8,B,7,0,15
4,9,A,0,0,102
4,10,A,4,1,129
4,11,A,9,1,121
4,12,B,8,0,34
4,13,A,10,0,62
4,14,B,4,1,208
4,15,B,0,2,150
4,16,A,9,0,118
4,17,B,4,0,17
4,18,A,9,0,84
4,19,B,3,0,47
5,0,A,7,0,165
5,1,X,1,1,186
5,2,A,4,1,178
5,3,X,4,1,163
5,4,B,11,0,11
5,5,X,0,0,172
5,6,B,5,0,17
5,7,O,1,1,236
5,8,A,0,0,125
5,9,X,4,1,164
5,10,B,5,0,58
5,11,X,0,0,115
5,12,B,9,1,223
5,13,X,2,0,134
5,14,A,1,2,165
5,15,O,0,0,101
5,16,A,3,0,44
5,17,O,3,0,100
5,18,A,10,0,16
5,19,O,0,1,245
5,20,B,4,1,140
5,21,X,3,0,17
5,22,B,11,2,397
5,23,X,1,0,46
5,24,A,6,0,126
5,25,O,3,0,120
5,26,A,0,1,245
5,27,O,2,0,142
5,28,A,9,0,52
5,29,X,1,1,201
5,30,A,11,0,230
5,31,O,2,0,253
5,32,A,5,0,21
5,33,X,1,1,229
5,34,B,10,0,158
5,35,X,3,0,76
5,36,A,1,1,203
5,37,X,4,1,199
5,38,A,0,1,204
5,39,X,3,1,214
6,0,A,7,0,178
6,1,X,3,1,191
6,2,B,0,0,21
6,3,X,2,0,180
6,4,B,9,0,19
6,5,O,4,1,247
6,6,A,5,0,135
6,7,X,3,1,180
6,8,A,3,1,195
6,9,X,2,1,192
6,10,B,1,0,54
6,11,X,3,0,137
6,12,B,6,0,70
6,13,O,4,1,196
6,14,A,10,0,99
6,15,O,0,0,98
6,16,B,7,1,167
6,17,O,1,1,187
6,18,A,8,0,107
6,19,O,3,1,235
6,20,A,2,0,137
6,21,X,4,2,158
6,22,B,11,0,93
6,23,X,3,0,34
6,24,B,4,1,105
6,25,O,1,1,107
6,26,A,9,0,89
6,27,X,3,1,108
6,28,B,10,0,58
6,29,O,0,1,117
6,30,B,4,0,152
6,31,O,4,1,106
6,32,A,11,0,58
6,33,X,1,1,321
6,34,B,3,0,33
6,35,X,4,1,143
6,36,B,9,0,117
6,37,O,1,1,157
6,38,B,10,2,245
6,39,O,0,0,145
